Prestatario,Población,Ciudad,Edad,Sexo,País de Origen,Propiedades,Fuentes de reembolso,Ingresos netos,Deudas pendientes,Contrato de trabajo,Antigüedad del trabajo (meses),Número de hijos,Número de personas a cargo,Pago en fecha
Paula Sanz,Norte,Granada,64,Mujer,España,0,Salario y Alquiler,37504,2777,Fijo,356,1,0,Sí
Daan Bakker,Centro,Salamanca,20,Hombre,Países Bajos,0,Salario y Alquiler,33581,4733,Fijo,15,0,0,Sí
María Sánchez,Costa,Granada,32,Mujer,España,0,Salario,23543,0,Fijo,153,1,1,Sí
Cristina Gil,Costa,Granada,53,Mujer,España,1,Salario,37486,0,Fijo,222,2,0,Sí
Rosa Navarro,Norte,Granada,64,Mujer,España,2,Salario y Alquiler,35415,1704,Fijo,237,1,0,Sí
Carlos Sanz,Norte,Granada,76,Hombre,España,0,Pensión,16375,0,Inactivo,0,0,0,Sí
Teresa Díaz,Oeste,Granada,78,Mujer,España,0,Pensión,11278,0,Inactivo,0,1,1,Sí
Susana Martín,Centro,Navarra,32,Mujer,España,0,Salario,36553,0,Fijo,10,0,0,Sí
Irene Ruiz,Costa,Granada,51,Mujer,España,3,Salario y Alquiler,28712,1059,Fijo,103,1,0,Sí
Mario Silva,Oeste,Granada,77,Hombre,España,1,Pensión y Alquiler,14271,0,Inactivo,0,0,1,Sí
Sara Ortiz,Norte,Granada,47,Mujer,España,0,Salario,19378,1065,Fijo,289,0,0,Sí
Diego Ortiz,Norte,Granada,41,Hombre,España,0,Salario,29523,0,Fijo,99,0,0,Sí
Marcos Torres,Centro,Huelva,45,Hombre,España,0,Salario,35282,0,Fijo,46,0,0,Sí
Javier Medina,Norte,Granada,25,Hombre,España,0,Salario y Alquiler,31818,0,Fijo,20,0,0,Sí
Juan Jiménez,Centro,Segovia,23,Hombre,España,0,Salario y Alquiler,31799,14666,Fijo,16,0,0,Sí
Ricardo Medina,Este,Granada,31,Hombre,España,1,Salario y Alquiler,20159,0,Fijo,19,0,0,Sí
Iván Gómez,Oeste,Granada,23,Hombre,España,1,Salario,34682,2986,Fijo,53,1,1,Sí
Diego Blanco,Este,Granada,33,Hombre,España,1,Salario,33214,0,Temporal,167,0,0,Sí
Ana Ramírez,Centro,Granada,71,Mujer,España,2,Pensión,17401,1719,Inactivo,0,0,1,Sí
Santiago Romero,Costa,Granada,66,Hombre,España,0,Pensión,14472,529,Inactivo,0,4,1,Sí
Paula Ruiz,Costa,Granada,39,Mujer,España,0,Salario,28266,1180,Temporal,151,0,0,Sí
Jean Dupont,Centro,Guadalajara,72,Mujer,Francia,0,Pensión y Alquiler,16793,0,Inactivo,0,2,1,Sí
Manuel Gutiérrez,Norte,Granada,46,Hombre,España,0,Salario,23139,0,Fijo,55,1,1,Sí
Inés Marín,Costa,Granada,43,Mujer,España,0,Salario,22044,0,Fijo,103,2,2,No
Sofía Pérez,Este,Granada,70,Mujer,España,1,Pensión,10757,0,Inactivo,0,0,1,Sí
Pablo Molina,Centro,Granada,26,Hombre,España,0,Salario y Alquiler,20538,0,Fijo,94,0,0,Sí
Laura Gil,Este,Granada,69,Mujer,España,0,Pensión,14983,0,Inactivo,0,0,2,No
Pablo Ortega,Este,Granada,71,Hombre,España,2,Pensión y Alquiler,14469,0,Inactivo,0,3,1,Sí
Rubén Pérez,Centro,Granada,30,Hombre,España,0,Salario,29088,0,Fijo,112,0,0,Sí
Eduardo Blanco,Norte,Granada,76,Hombre,España,4,Pensión,17781,1791,Inactivo,0,0,0,Sí
Susana Serrano,Norte,Granada,64,Mujer,España,1,Salario y Alquiler,28606,4922,Fijo,156,0,1,Sí
Roberto Blanco,Norte,Granada,26,Hombre,España,4,Salario y Alquiler,36277,0,Fijo,5,2,1,Sí
José Molina,Costa,Granada,71,Hombre,España,0,Pensión,11292,14340,Inactivo,0,3,0,No
Fernando Martín,Oeste,Granada,29,Hombre,España,1,Salario y Alquiler,27485,0,Fijo,74,1,1,Sí
Miguel Ramírez,Centro,Santa Cruz de Tenerife,75,Hombre,España,0,Pensión y Alquiler,15645,0,Inactivo,0,0,0,Sí
Sara Ruiz,Este,Granada,66,Mujer,España,0,Pensión y Alquiler,17201,3495,Inactivo,0,3,1,Sí
Diego Delgado,Costa,Granada,29,Hombre,España,2,Salario y Alquiler,20666,8297,Fijo,26,0,0,Sí
Isabel Carrasco,Costa,Granada,50,Mujer,España,1,Salario y Alquiler,22479,3949,Temporal,343,0,0,Sí
Carmen Sanz,Oeste,Granada,27,Mujer,España,1,Salario,29163,0,Temporal,97,0,0,Sí
Julia Rubio,Norte,Granada,74,Mujer,España,0,Pensión y Alquiler,14943,0,Inactivo,0,0,2,No
Marta Martín,Este,Granada,35,Mujer,España,0,Salario y Alquiler,26087,3295,Fijo,29,0,0,Sí
Susana Díaz,Costa,Granada,37,Mujer,España,0,Salario y Alquiler,30904,0,Fijo,120,1,0,Sí
Álvaro Romero,Oeste,Granada,48,Hombre,España,1,Salario y Alquiler,37099,0,Temporal,291,3,1,Sí
Fernando Álvarez,Centro,Guipúzcoa,38,Hombre,España,0,Salario,26603,3057,Fijo,79,2,1,Sí
Raúl Díaz,Este,Granada,39,Hombre,España,0,Salario y Alquiler,32645,0,Fijo,33,0,0,Sí
Andrea Gómez,Norte,Granada,29,Mujer,España,0,Salario,27738,12182,Fijo,13,1,0,Sí
Sophia Williams,Centro,Málaga,36,Mujer,Reino Unido,2,Salario,21840,1872,Temporal,214,0,0,Sí
Héctor Vázquez,Este,Granada,42,Hombre,España,2,Salario,19334,0,Fijo,165,0,0,Sí
Susana Álvarez,Costa,Granada,24,Mujer,España,2,Salario,29863,0,Fijo,6,1,1,Sí
Sofía Castro,Oeste,Granada,36,Mujer,España,2,Salario,31544,4774,Temporal,155,0,0,Sí
Ángel Gutiérrez,Este,Granada,35,Hombre,España,1,Salario y Alquiler,30282,0,Fijo,6,2,1,Sí
Carmen González,Norte,Granada,21,Mujer,España,1,Salario,35327,3062,Temporal,18,1,1,Sí
Carla Sanz,Costa,Granada,26,Mujer,España,0,Salario,23155,0,Fijo,92,1,1,Sí
Héctor Blanco,Norte,Granada,27,Hombre,España,1,Salario y Alquiler,28011,3427,Fijo,28,2,2,No
Cristian Ortiz,Centro,Murcia,35,Hombre,España,0,Salario,22593,0,Fijo,128,0,0,Sí
Susana Ortiz,Costa,Granada,64,Mujer,España,0,Salario y Alquiler,19103,0,Fijo,338,4,1,Sí
Sara Navarro,Costa,Granada,80,Mujer,España,1,Pensión y Alquiler,11220,2169,Inactivo,0,2,1,Sí
Sara Amrani,Centro,Teruel,52,Mujer,Marruecos,0,Salario,24728,0,Temporal,55,3,0,Sí
Lucía Vázquez,Este,Granada,48,Mujer,España,1,Salario,36737,0,Temporal,150,0,0,Sí
Raquel Rodríguez,Oeste,Granada,75,Mujer,España,0,Pensión y Alquiler,17992,4458,Inactivo,0,0,1,Sí
Francisco Sanz,Norte,Granada,22,Hombre,España,1,Salario,18962,0,Fijo,31,0,0,Sí
Nina Meier,Centro,Ceuta,22,Mujer,Suiza,1,Salario y Alquiler,21597,0,Temporal,29,0,0,Sí
Pilar Marín,Oeste,Granada,27,Mujer,España,2,Salario y Alquiler,22709,5762,Fijo,64,1,0,Sí
John Smith,Centro,Jaén,71,Mujer,Reino Unido,2,Pensión,12800,12287,Inactivo,0,0,1,Sí
Manuel Ortiz,Norte,Granada,60,Hombre,España,1,Salario y Alquiler,18889,0,Fijo,465,0,0,Sí
Lukas Weber,Centro,Badajoz,72,Hombre,Suiza,0,Pensión y Alquiler,10273,1264,Inactivo,0,1,0,Sí
Héctor Gómez,Oeste,Granada,24,Hombre,España,1,Salario,33771,0,Fijo,35,0,0,Sí
Álvaro Marín,Este,Granada,54,Hombre,España,1,Salario,26930,0,Fijo,385,0,0,Sí
Sara Sánchez,Costa,Granada,55,Mujer,España,1,Salario y Alquiler,22648,0,Temporal,402,1,0,Sí
Karl Schneider,Centro,Toledo,21,Hombre,Alemania,2,Salario,20613,0,Temporal,13,1,1,Sí
Luca Romano,Centro,Navarra,20,Hombre,Italia,0,Salario,35044,2110,Fijo,1,0,0,Sí
Julia Alonso,Norte,Granada,25,Mujer,España,0,Salario y Alquiler,21810,6457,Fijo,47,0,0,Sí
Manuel Blanco,Costa,Granada,73,Hombre,España,2,Pensión,11150,1109,Inactivo,0,0,2,No
Cristina Ortega,Norte,Granada,35,Mujer,España,2,Salario y Alquiler,19615,0,Fijo,203,1,0,Sí
Francisco Castro,Este,Granada,25,Hombre,España,0,Salario y Alquiler,22136,0,Temporal,80,1,1,Sí
Pilar González,Oeste,Granada,33,Mujer,España,3,Salario,25739,2250,Fijo,175,1,1,Sí
Beatriz Ruiz,Costa,Granada,40,Mujer,España,0,Salario y Alquiler,33205,0,Fijo,60,1,1,Sí
Raquel Hernández,Centro,Granada,33,Mujer,España,2,Salario y Alquiler,22134,12962,Temporal,139,1,0,Sí
David Vázquez,Este,Granada,36,Hombre,España,0,Salario y Alquiler,32863,4748,Fijo,187,0,0,Sí
Ricardo López,Costa,Granada,32,Hombre,España,0,Salario y Alquiler,31590,5918,Temporal,17,1,1,Sí
Patricia Romero,Este,Granada,50,Mujer,España,2,Salario,28330,2178,Temporal,205,0,0,Sí
Andrea Lombardi,Centro,Santa Cruz de Tenerife,20,Hombre,Italia,0,Salario,27935,0,Temporal,0,1,1,Sí
Raquel Rodríguez,Costa,Granada,58,Mujer,España,0,Salario y Alquiler,38669,2677,Temporal,331,2,1,Sí
Santiago Romero,Costa,Granada,39,Hombre,España,3,Salario y Alquiler,20792,0,Temporal,1,0,0,Sí
Laura Morales,Este,Granada,56,Mujer,España,1,Salario,26295,1423,Fijo,426,0,0,Sí
Inés Ramírez,Costa,Granada,69,Mujer,España,0,Pensión,12907,2729,Inactivo,0,0,1,Sí
Raquel Navarro,Norte,Granada,32,Mujer,España,1,Salario,24818,2789,Temporal,30,0,0,Sí
Susana Vázquez,Este,Granada,36,Mujer,España,0,Salario,18360,1107,Fijo,62,0,0,Sí
Daan Bakker,Centro,Valladolid,77,Mujer,Países Bajos,0,Pensión y Alquiler,13516,4507,Inactivo,0,0,0,Sí
Eduardo Gil,Costa,Granada,53,Hombre,España,1,Salario y Alquiler,22289,0,Temporal,405,1,0,Sí
Arthur Jacobs,Centro,Granada,20,Mujer,Bélgica,0,Salario,23138,0,Fijo,18,2,0,Sí
Sofía Vázquez,Costa,Granada,55,Mujer,España,0,Salario y Alquiler,30155,0,Fijo,413,2,0,Sí
Patricia Marín,Norte,Granada,39,Mujer,España,3,Salario,19666,0,Fijo,105,1,0,Sí
Irene Ruiz,Oeste,Granada,71,Mujer,España,2,Pensión y Alquiler,15412,14957,Inactivo,0,0,1,Sí
Sophia Williams,Centro,Lugo,59,Mujer,Reino Unido,1,Salario y Alquiler,28660,0,Fijo,428,0,0,Sí
Laura Schmid,Centro,Almería,55,Mujer,Suiza,0,Salario y Alquiler,23800,0,Fijo,348,0,0,Sí
Sara Sanz,Oeste,Granada,42,Mujer,España,1,Salario y Alquiler,37201,0,Fijo,33,0,0,Sí
Silvia Cruz,Centro,Granada,37,Mujer,España,0,Salario y Alquiler,25380,14987,Fijo,58,2,0,Sí
Manuel López,Norte,Granada,34,Hombre,España,1,Salario,21961,0,Fijo,90,2,1,Sí
Alejandro Torres,Centro,Granada,64,Hombre,España,1,Salario,32127,1317,Fijo,132,0,0,Sí
Roberto Sanz,Centro,Granada,77,Hombre,España,0,Pensión y Alquiler,17561,2678,Inactivo,0,2,0,Sí
Álvaro Martín,Oeste,Granada,23,Hombre,España,1,Salario y Alquiler,34629,0,Fijo,18,0,0,Sí
Álvaro Vázquez,Centro,Granada,58,Hombre,España,0,Salario,25458,694,Temporal,378,3,0,Sí
Luca Romano,Centro,Santa Cruz de Tenerife,75,Hombre,Italia,1,Pensión y Alquiler,11829,3452,Inactivo,0,1,1,Sí
Ana López,Este,Granada,20,Mujer,España,1,Salario,19449,0,Fijo,24,0,0,Sí
Marcos Martínez,Centro,Málaga,67,Hombre,España,0,Pensión y Alquiler,17232,0,Inactivo,0,1,0,Sí
Nina Meier,Centro,Albacete,28,Mujer,Suiza,0,Salario y Alquiler,20223,8291,Fijo,44,2,2,No
Francisco Sánchez,Norte,Granada,77,Hombre,España,0,Pensión y Alquiler,10816,0,Inactivo,0,1,1,Sí
Marcos Ortega,Oeste,Granada,59,Hombre,España,1,Salario y Alquiler,31015,14350,Fijo,406,1,0,Sí
Irene Serrano,Centro,Granada,56,Mujer,España,1,Salario y Alquiler,33658,1109,Temporal,397,2,0,Sí
Pilar Iglesias,Centro,Granada,69,Mujer,España,0,Pensión,16977,0,Inactivo,0,0,1,Sí
Javier Marín,Centro,Granada,64,Hombre,España,0,Salario,30486,0,Fijo,113,0,0,Sí
Emma Peeters,Centro,Palencia,60,Mujer,Bélgica,0,Salario,25488,0,Temporal,251,0,0,Sí
Laura Schmid,Centro,Vizcaya,54,Mujer,Suiza,0,Salario,33602,3282,Fijo,332,0,0,Sí
Mario Álvarez,Norte,Granada,72,Hombre,España,0,Pensión,14744,0,Inactivo,0,0,2,No
Manuel Iglesias,Oeste,Granada,44,Hombre,España,0,Salario,19179,0,Fijo,58,1,0,Sí
Andrea Torres,Este,Granada,20,Mujer,España,2,Salario y Alquiler,27235,0,Temporal,0,2,2,No
David Alonso,Oeste,Granada,37,Hombre,España,0,Salario,34535,0,Temporal,186,0,0,Sí
Carlos Jiménez,Este,Granada,66,Hombre,España,0,Pensión,11581,0,Inactivo,0,0,0,Sí
Teresa Morales,Oeste,Granada,62,Mujer,España,0,Salario,39989,9521,Temporal,150,1,1,Sí
Juan Vázquez,Centro,Granada,25,Hombre,España,0,Salario,32190,0,Fijo,5,1,0,Sí
Laura Vázquez,Oeste,Granada,68,Mujer,España,0,Pensión y Alquiler,13876,3876,Inactivo,0,1,0,Sí
Ana Carrasco,Norte,Granada,48,Mujer,España,1,Salario,26912,4457,Fijo,346,0,0,Sí
Ana Fernández,Centro,Granada,28,Mujer,España,0,Salario y Alquiler,28599,0,Temporal,120,2,2,No
Raúl Molina,Este,Granada,70,Hombre,España,0,Pensión,12641,0,Inactivo,0,0,0,Sí
Irene Molina,Norte,Granada,59,Mujer,España,2,Salario y Alquiler,33609,5511,Fijo,483,2,0,Sí
Luis Moreno,Centro,Granada,74,Hombre,España,0,Pensión y Alquiler,17681,0,Inactivo,0,1,0,Sí
Lucía Delgado,Centro,Granada,36,Mujer,España,1,Salario,29423,0,Fijo,67,1,0,Sí
John Smith,Centro,Baleares,54,Mujer,Reino Unido,2,Salario y Alquiler,24183,3732,Temporal,80,1,1,Sí
James Taylor,Centro,Santa Cruz de Tenerife,29,Hombre,Reino Unido,0,Salario,22205,0,Fijo,113,1,0,Sí
Mario Cruz,Norte,Granada,80,Hombre,España,0,Pensión,11203,571,Inactivo,0,0,0,Sí
Marta Ramírez,Norte,Granada,59,Mujer,España,0,Salario,32382,0,Temporal,66,3,1,Sí
Alejandro Gómez,Centro,Granada,72,Hombre,España,1,Pensión y Alquiler,16581,0,Inactivo,0,0,2,No
Andrea González,Costa,Granada,50,Mujer,España,1,Salario,36311,0,Fijo,34,0,0,Sí
María Morales,Centro,Alicante,77,Mujer,España,0,Pensión,14295,3944,Inactivo,0,1,1,Sí
Claudia Fernández,Oeste,Granada,34,Mujer,España,1,Salario y Alquiler,18634,4563,Fijo,103,0,0,Sí
Alicia García,Centro,Granada,66,Mujer,España,2,Pensión y Alquiler,11954,3786,Inactivo,0,0,0,Sí
Francisco Moreno,Costa,Granada,29,Hombre,España,0,Salario y Alquiler,35147,0,Temporal,104,0,0,Sí
Simon Baumann,Centro,Lugo,64,Mujer,Suiza,1,Salario,27840,2866,Temporal,433,0,1,Sí
Luis Reyes,Norte,Granada,23,Hombre,España,0,Salario y Alquiler,17471,0,Fijo,50,0,0,Sí
Rubén López,Centro,Granada,33,Hombre,España,0,Salario,33857,0,Fijo,162,2,2,No
Karl Schneider,Centro,Santa Cruz de Tenerife,79,Hombre,Alemania,2,Pensión y Alquiler,16020,0,Inactivo,0,0,0,Sí
Francisco Sanz,Centro,Granada,33,Hombre,España,0,Salario y Alquiler,37152,0,Fijo,160,1,0,Sí
Sara Vázquez,Centro,Granada,74,Mujer,España,2,Pensión,11982,1183,Inactivo,0,1,0,Sí
Patricia Silva,Norte,Granada,43,Mujer,España,2,Salario,29818,0,Fijo,143,1,1,Sí
Antonio García,Costa,Granada,73,Hombre,España,2,Pensión y Alquiler,16514,0,Inactivo,0,0,1,Sí
Ángel Rubio,Oeste,Granada,67,Hombre,España,0,Pensión y Alquiler,15320,0,Inactivo,0,3,0,Sí
Sophie Dubois,Centro,Alicante,27,Mujer,Francia,2,Salario,19967,6007,Fijo,61,0,0,Sí
Andrea Medina,Norte,Granada,62,Mujer,España,3,Salario y Alquiler,30110,0,Temporal,114,0,0,Sí
Roberto Carrasco,Este,Granada,46,Hombre,España,0,Salario,33587,0,Fijo,253,1,1,Sí
Elena Álvarez,Oeste,Granada,51,Mujer,España,0,Salario,25266,0,Fijo,60,2,1,Sí
Iván Reyes,Este,Granada,45,Hombre,España,0,Salario,27381,4067,Fijo,153,0,0,Sí
Andrea Blanco,Norte,Granada,75,Mujer,España,0,Pensión y Alquiler,11815,616,Inactivo,0,0,0,Sí
José Ortega,Costa,Granada,57,Hombre,España,2,Salario,27048,3506,Temporal,158,1,0,Sí
Sara Álvarez,Norte,Granada,69,Mujer,España,0,Pensión,15707,8170,Inactivo,0,1,0,Sí
Iván García,Norte,Granada,73,Hombre,España,0,Pensión,14018,703,Inactivo,0,2,0,Sí
Andrea Gil,Oeste,Granada,34,Mujer,España,0,Salario y Alquiler,36370,0,Fijo,171,0,0,Sí
Claudia Ruiz,Costa,Granada,58,Mujer,España,0,Salario y Alquiler,26014,0,Temporal,387,2,1,Sí
Eduardo Vázquez,Centro,Granada,36,Hombre,España,0,Salario,29751,2005,Temporal,54,1,1,Sí
Antonio Marín,Este,Granada,53,Hombre,España,1,Salario y Alquiler,23789,4254,Fijo,111,1,1,Sí
Iván Muñoz,Norte,Granada,68,Hombre,España,2,Pensión y Alquiler,14554,4108,Inactivo,0,3,0,Sí
Francisco Muñoz,Costa,Granada,75,Hombre,España,1,Pensión,13797,0,Inactivo,0,0,1,Sí
Ana Costa,Centro,Cantabria,53,Mujer,Portugal,3,Salario,30738,0,Fijo,314,1,1,Sí
Claudia Fernández,Norte,Granada,46,Mujer,España,0,Salario,25781,0,Fijo,135,0,0,Sí
John Smith,Centro,Guipúzcoa,26,Mujer,Reino Unido,2,Salario,34276,0,Fijo,32,0,0,Sí
Iván Sanz,Norte,Granada,72,Hombre,España,0,Pensión y Alquiler,12059,0,Inactivo,0,3,1,Sí
Rubén Fernández,Norte,Granada,37,Hombre,España,1,Salario,33009,3788,Fijo,223,0,0,Sí
Juan Rubio,Centro,Granada,33,Hombre,España,1,Salario y Alquiler,35322,3161,Fijo,77,1,0,Sí
Alicia Rubio,Oeste,Granada,25,Mujer,España,0,Salario,25397,4435,Fijo,33,0,0,Sí
Santiago Ramírez,Norte,Granada,21,Hombre,España,1,Salario y Alquiler,17184,0,Fijo,3,2,1,Sí
Susana Ramírez,Centro,Granada,56,Mujer,España,0,Salario y Alquiler,28797,0,Temporal,347,1,1,Sí
Eva Janssen,Centro,Huesca,50,Hombre,Países Bajos,0,Salario,19342,0,Fijo,291,0,0,Sí
Elena Rodríguez,Este,Granada,53,Mujer,España,0,Salario y Alquiler,30674,0,Fijo,368,0,0,Sí
Mohamed Ben Ali,Centro,Albacete,29,Hombre,Marruecos,1,Salario,32823,0,Fijo,19,0,0,Sí
Eva Janssen,Centro,Las Palmas,36,Mujer,Países Bajos,1,Salario,32922,4090,Fijo,50,0,0,Sí
José Domínguez,Este,Granada,48,Hombre,España,1,Salario,22001,0,Fijo,45,1,0,Sí
Álvaro Ortega,Norte,Granada,61,Hombre,España,0,Salario y Alquiler,35279,0,Fijo,29,2,0,Sí
Eva Moreno,Norte,Granada,48,Mujer,España,1,Salario,33877,3731,Fijo,31,2,1,Sí
Hans Müller,Centro,Ávila,36,Hombre,Alemania,0,Salario y Alquiler,30314,0,Temporal,38,0,0,Sí
Ángel Rubio,Norte,Granada,67,Hombre,España,0,Pensión,17279,0,Inactivo,0,0,0,Sí
Bram van Dijk,Centro,Asturias,49,Mujer,Países Bajos,1,Salario,26547,14022,Fijo,58,0,0,Sí
Alejandro López,Centro,Granada,76,Hombre,España,0,Pensión y Alquiler,12788,0,Inactivo,0,0,2,No
David Alonso,Oeste,Granada,73,Hombre,España,0,Pensión y Alquiler,13055,0,Inactivo,0,0,1,Sí
Andrea Torres,Oeste,Granada,23,Mujer,España,0,Salario y Alquiler,16782,3170,Temporal,15,1,0,Sí
Lucía Castro,Norte,Granada,50,Mujer,España,0,Salario y Alquiler,38492,5932,Fijo,196,2,0,Sí
Irene Rodríguez,Norte,Granada,58,Mujer,España,1,Salario y Alquiler,24853,0,Fijo,317,0,0,Sí
Adrián Torres,Costa,Granada,41,Hombre,España,0,Salario,30541,0,Temporal,87,3,0,Sí
María Romero,Oeste,Granada,59,Mujer,España,1,Salario y Alquiler,37075,1763,Fijo,179,0,0,Sí
Eduardo Vázquez,Oeste,Granada,61,Hombre,España,0,Salario,18748,0,Fijo,510,2,1,Sí
Inés Carrasco,Centro,Granada,70,Mujer,España,1,Pensión,14809,2157,Inactivo,0,0,2,No
Ricardo Martín,Este,Granada,70,Hombre,España,1,Pensión y Alquiler,16629,0,Inactivo,0,2,0,Sí
Miguel Rubio,Costa,Granada,55,Hombre,España,1,Salario y Alquiler,39196,2115,Fijo,212,0,0,Sí
Héctor Martín,Costa,Granada,45,Hombre,España,1,Salario y Alquiler,30847,0,Temporal,123,1,1,Sí
Pilar Navarro,Costa,Granada,64,Mujer,España,0,Salario,26460,9842,Fijo,42,0,1,Sí
Carmen Gómez,Costa,Granada,36,Mujer,España,0,Salario,36412,0,Fijo,203,1,1,Sí
Silvia Jiménez,Centro,Granada,72,Mujer,España,0,Pensión y Alquiler,11797,0,Inactivo,0,3,0,Sí
Pilar Blanco,Centro,Granada,49,Mujer,España,1,Salario,31190,13989,Fijo,78,2,2,No
Patricia Iglesias,Oeste,Granada,75,Mujer,España,0,Pensión y Alquiler,10337,0,Inactivo,0,0,1,Sí
Álvaro Carrasco,Costa,Granada,27,Hombre,España,0,Salario,29024,834,Fijo,72,1,0,Sí
Rubén Rubio,Este,Granada,30,Hombre,España,0,Salario,30357,0,Fijo,49,1,0,Sí
Irene López,Centro,Granada,47,Mujer,España,1,Salario,29878,0,Fijo,73,1,1,Sí
Daan Bakker,Centro,Teruel,43,Hombre,Países Bajos,0,Salario y Alquiler,20447,0,Temporal,149,1,0,Sí
Luis Álvarez,Norte,Granada,59,Hombre,España,0,Salario,38938,4031,Temporal,402,2,0,Sí
Rubén Hernández,Este,Granada,62,Hombre,España,0,Salario,25768,0,Fijo,208,0,1,Sí
Hans Müller,Centro,Almería,22,Hombre,Alemania,0,Salario,21388,0,Fijo,6,0,0,Sí
Beatriz Hernández,Oeste,Granada,78,Mujer,España,1,Pensión,15755,0,Inactivo,0,0,2,No
Claudia Rodríguez,Costa,Granada,29,Mujer,España,0,Salario,26149,4883,Fijo,55,1,0,Sí
Cristina Hernández,Centro,Granada,44,Mujer,España,1,Salario,23828,0,Fijo,101,2,1,Sí
Raquel Muñoz,Oeste,Granada,77,Mujer,España,1,Pensión y Alquiler,18429,0,Inactivo,0,1,1,Sí
Mohamed Ben Ali,Centro,Navarra,79,Hombre,Marruecos,0,Pensión,15261,3058,Inactivo,0,0,1,Sí
Cristina Ortega,Centro,Granada,42,Mujer,España,0,Salario,24252,12228,Fijo,76,0,0,Sí
Álvaro Sánchez,Oeste,Granada,74,Hombre,España,0,Pensión,12984,0,Inactivo,0,1,0,Sí
Antonio Reyes,Oeste,Granada,53,Hombre,España,0,Salario,19359,0,Fijo,254,1,0,Sí
Inés Iglesias,Centro,Granada,51,Mujer,España,0,Salario,20488,0,Fijo,108,1,1,Sí
Ricardo Iglesias,Este,Granada,60,Hombre,España,0,Salario y Alquiler,27553,0,Fijo,420,0,0,Sí
Daan Bakker,Centro,Huesca,43,Mujer,Países Bajos,1,Salario,36978,0,Fijo,239,3,1,Sí
Cristian Vázquez,Este,Granada,54,Hombre,España,1,Salario y Alquiler,26559,0,Temporal,250,1,1,Sí
Carlos López,Este,Granada,63,Hombre,España,0,Salario y Alquiler,31089,9944,Fijo,216,1,1,Sí
Teresa Marín,Costa,Granada,68,Mujer,España,1,Pensión,12089,0,Inactivo,0,0,1,Sí
Rubén Serrano,Norte,Granada,40,Hombre,España,0,Salario y Alquiler,31714,0,Fijo,33,1,1,Sí
Ricardo Díaz,Costa,Granada,50,Hombre,España,1,Salario y Alquiler,29397,11662,Temporal,55,1,1,Sí
Irene Iglesias,Centro,Granada,44,Mujer,España,0,Salario,24485,0,Fijo,127,1,1,Sí
Emma Peeters,Centro,Córdoba,55,Mujer,Bélgica,1,Salario y Alquiler,29269,6771,Temporal,401,2,1,Sí
Andrea Domínguez,Centro,Granada,78,Mujer,España,0,Pensión,13174,909,Inactivo,0,3,0,Sí
Luc Lefèvre,Centro,Madrid,25,Hombre,Francia,1,Salario,20239,2963,Fijo,54,1,1,Sí
John Smith,Centro,Lleida,79,Hombre,Reino Unido,0,Pensión,16593,2257,Inactivo,0,0,2,No
Francisco Marín,Oeste,Granada,25,Hombre,España,1,Salario y Alquiler,16455,0,Temporal,50,0,0,Sí
Francisco Carrasco,Norte,Granada,22,Hombre,España,1,Salario,27537,0,Fijo,13,2,1,Sí
Susana Sanz,Este,Granada,71,Mujer,España,0,Pensión,15806,3333,Inactivo,0,2,0,Sí
Marta Ruiz,Oeste,Granada,50,Mujer,España,1,Salario,26452,0,Temporal,276,1,0,Sí
Adrián Serrano,Centro,Granada,72,Hombre,España,0,Pensión,15494,0,Inactivo,0,0,1,Sí
David Fernández,Este,Granada,67,Hombre,España,2,Pensión y Alquiler,12334,3023,Inactivo,0,0,2,No
Roberto Fernández,Este,Granada,69,Hombre,España,2,Pensión y Alquiler,17375,0,Inactivo,0,0,1,Sí
Héctor Fernández,Norte,Granada,51,Hombre,España,0,Salario,28803,0,Temporal,73,2,1,Sí
Santiago Navarro,Norte,Granada,70,Hombre,España,2,Pensión y Alquiler,17697,0,Inactivo,0,2,0,Sí
Cristina Ortega,Este,Granada,63,Mujer,España,0,Salario y Alquiler,20226,4852,Fijo,14,0,1,Sí
Eduardo Moreno,Oeste,Granada,65,Hombre,España,0,Pensión y Alquiler,11454,0,Inactivo,0,0,1,Sí
Adrián Fernández,Este,Granada,52,Hombre,España,0,Salario y Alquiler,34071,0,Fijo,168,2,1,Sí
Adrián Vázquez,Oeste,Granada,63,Hombre,España,0,Salario y Alquiler,35920,9169,Fijo,246,1,1,Sí
Pablo Reyes,Este,Granada,40,Hombre,España,1,Salario y Alquiler,19266,0,Fijo,189,0,0,Sí
Rubén Ortega,Norte,Granada,49,Hombre,España,1,Salario y Alquiler,34347,0,Fijo,312,0,0,Sí
Iván López,Oeste,Granada,36,Hombre,España,1,Salario,32789,4400,Fijo,88,0,0,Sí
Antoine Bernard,Centro,Lleida,52,Mujer,Francia,2,Salario,30330,0,Fijo,34,2,0,Sí
Héctor Gutiérrez,Costa,Granada,47,Hombre,España,1,Salario y Alquiler,27365,0,Fijo,284,2,1,Sí
Cristina Jiménez,Este,Granada,39,Mujer,España,1,Salario,37085,3018,Fijo,218,1,0,Sí
Iván Sanz,Costa,Granada,20,Hombre,España,0,Salario y Alquiler,25145,7440,Fijo,8,1,1,Sí
Marie Martin,Centro,Barcelona,30,Hombre,Francia,1,Salario,25619,0,Fijo,118,1,0,Sí
